Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
XAU,4805.0,3065453.8324441677,18.041176322604933,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4810.0,1831640.6979083656,22.07927429457292,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4815.0,1141103.8213711868,8.113892319198596,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4820.0,7520337.326531252,42.23891911836065,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4825.0,10705241.556496745,70.15799476767879,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4830.0,1901311.348478993,12.408669914828971,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4835.0,1945565.8007570268,26.35436046183127,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4840.0,2485040.8777233064,19.14342670379168,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4845.0,970501.456374759,9.486459878259565,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4850.0,55176685.165572576,309.15915093608146,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4855.0,1627427.8122445364,14.13267342040536,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4860.0,3222127.3570326115,24.0283248389576,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4865.0,1035856.4826509512,12.690534787682823,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,4870.0,4748884.7730019335,24.169758520382214,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
