Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
SPX,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
SPX,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.64972654534,7704.25027345466,7892.349453090681,7641.550546909319,DEC26,SEP26,2026-09-25,2026-12-18,7766.95,7780.784056851748,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;OCT27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,SEP26=7766.95;JAN27=7842;DEC26=7838.5;MAR27=7914.25;FEB27=7842.75;NOV26=7766.25;OCT26=7766.75;JUN27=7991;APR27=7932;MAY27=7936.75;SEP27=8078.125;JUL27=8025.5;AUG27=8034.5;OCT27=3417.7;DEC29=8766.875;MAR28=8210.875;DEC27=8104.25;DEC28=8433.875;SEP28=4878.5;DEC30=9270.125;JUN28=8305,OCT27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-02,5,500,0.0,NONE,11628,10614,521,0,493,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-09-24
